id,n_drivers,n_rfd,driver_driver_similarity,rfd_rfd_similarity,driver_rfd_similarity
2655,2,2,0.3330882489681244,0.16255483031272888,0.3547517955303192
2656,1,3,,0.2653258144855499,0.13445623219013214
2657,1,3,,0.2559235990047455,0.39386871457099915
2658,1,1,,,0.3903370499610901
2659,1,1,,,0.37319403886795044
2660,2,2,0.3473895788192749,0.2640005350112915,0.24581539630889893
2661,1,2,,0.23709319531917572,0.25836771726608276
2663,1,0,,,
2664,1,2,,0.34912875294685364,0.5517114400863647
2666,1,4,,0.14234459400177002,0.19582366943359375
2667,2,3,0.6868069171905518,0.17711926996707916,0.2550792694091797
2669,1,2,,0.18385756015777588,0.32268089056015015
2670,1,0,,,
2671,2,1,0.43543604016304016,,0.4087657928466797
2672,1,5,,0.20107921957969666,0.26538142561912537
2673,2,1,0.2875927686691284,,0.4296451807022095
2674,1,1,,,0.5118988156318665
2676,1,1,,,0.47476810216903687
2677,1,2,,0.2679597735404968,0.36004403233528137
2678,1,1,,,0.2974439859390259
2679,1,2,,0.1910136342048645,0.17077983915805817
2680,1,2,,0.3091663718223572,0.3320688009262085
2681,1,3,,0.34869077801704407,0.20877225697040558
2682,1,4,,0.41362664103507996,0.1460634469985962
2686,2,2,0.20864880084991455,0.26394861936569214,0.32489103078842163
2689,1,1,,,0.7650770545005798
2690,1,1,,,0.07963442802429199
2692,1,1,,,0.4627695679664612
2693,1,3,,0.4418044090270996,0.07800088822841644
2695,1,2,,0.18769490718841553,0.278758704662323
2696,2,2,0.31805846095085144,0.269806444644928,0.1655149757862091
2698,2,1,0.6416341066360474,,0.3002112805843353
2699,1,2,,0.5963729619979858,0.1512177437543869
2704,1,2,,0.33067747950553894,0.3172454237937927
2707,2,1,0.4187394380569458,,0.20634892582893372
2708,1,0,,,
2709,1,0,,,
2710,2,3,0.5016055703163147,0.21134360134601593,0.22932761907577515
2715,2,3,0.637836217880249,0.3494836986064911,0.5179681181907654
2716,1,1,,,0.047921255230903625
2718,1,4,,0.473778635263443,0.5233312249183655
2719,1,0,,,
2721,2,2,0.6425396800041199,0.4405365586280823,0.3690606653690338
2722,1,0,,,
2724,1,1,,,0.29808318614959717
2725,2,3,0.20964697003364563,0.24406087398529053,0.22450391948223114
2726,1,0,,,
2727,1,3,,0.26981082558631897,0.5719711780548096
2728,1,1,,,0.6242620944976807
